dataset,method,classifier,concatenation,num_trees,num_examples,description,max_tree_depth,temperature,split,iter,accuracy,f1_score
acl,gemini,mlp,True,5,1,False,0,1,50/50,4,0.6319444444444444,0.6136363636363636
acl,gemini,mlp,True,5,1,False,0,1,67/33,0,0.6428571428571428,0.5555555555555556
acl,gemini,mlp,True,5,1,False,0,1,67/33,1,0.6142857142857143,0.5804195804195804
acl,gemini,mlp,True,5,1,False,0,1,67/33,2,0.5625,0.5555555555555556
acl,gemini,mlp,True,5,1,False,0,1,67/33,3,0.5625,0.5555555555555556
acl,gemini,mlp,True,5,1,False,0,1,67/33,4,0.8285714285714285,0.8285714285714285
acl,gemini,hgbdt,True,5,1,False,0,1,33/67,0,0.38492063492063494,0.34285714285714286
acl,gemini,hgbdt,True,5,1,False,0,1,33/67,1,0.4507575757575758,0.35698924731182796
acl,gemini,hgbdt,True,5,1,False,0,1,33/67,2,0.6931818181818181,0.6933333333333334
acl,gemini,hgbdt,True,5,1,False,0,1,33/67,3,0.7658730158730158,0.7386363636363636
acl,gemini,hgbdt,True,5,1,False,0,1,33/67,4,0.3423076923076923,0.34285714285714286
acl,gemini,hgbdt,True,5,1,False,0,1,50/50,0,0.7013888888888888,0.7017543859649122
acl,gemini,hgbdt,True,5,1,False,0,1,50/50,1,0.4857142857142857,0.47058823529411764
acl,gemini,hgbdt,True,5,1,False,0,1,50/50,2,0.6071428571428572,0.5882352941176471
acl,gemini,hgbdt,True,5,1,False,0,1,50/50,3,0.5,0.37037037037037035
acl,gemini,hgbdt,True,5,1,False,0,1,50/50,4,0.7013888888888888,0.7017543859649122
acl,gemini,hgbdt,True,5,1,False,0,1,67/33,0,0.5714285714285714,0.4375
acl,gemini,hgbdt,True,5,1,False,0,1,67/33,1,0.6571428571428571,0.6571428571428571
acl,gemini,hgbdt,True,5,1,False,0,1,67/33,2,0.625,0.5804195804195804
acl,gemini,hgbdt,True,5,1,False,0,1,67/33,3,0.625,0.5804195804195804
acl,gemini,hgbdt,True,5,1,False,0,1,67/33,4,0.9285714285714286,0.916083916083916
acl,gemini,lr,True,5,1,False,0,1,33/67,0,0.6190476190476191,0.6057142857142856
acl,gemini,lr,True,5,1,False,0,1,33/67,1,0.5,0.3235294117647059
acl,gemini,lr,True,5,1,False,0,1,33/67,2,0.5,0.3235294117647059
acl,gemini,lr,True,5,1,False,0,1,33/67,3,0.6031746031746031,0.5643939393939394
acl,gemini,lr,True,5,1,False,0,1,33/67,4,0.35384615384615387,0.34782608695652173
acl,gemini,lr,True,5,1,False,0,1,50/50,0,0.6319444444444444,0.6136363636363636
acl,gemini,lr,True,5,1,False,0,1,50/50,1,0.5,0.2916666666666667
acl,gemini,lr,True,5,1,False,0,1,50/50,2,0.4642857142857143,0.4631578947368421
acl,gemini,lr,True,5,1,False,0,1,50/50,3,0.5357142857142857,0.5277777777777778
acl,gemini,lr,True,5,1,False,0,1,50/50,4,0.5694444444444444,0.5296442687747036
acl,gemini,lr,True,5,1,False,0,1,67/33,0,0.5714285714285714,0.4375
acl,gemini,lr,True,5,1,False,0,1,67/33,1,0.6428571428571428,0.5555555555555556
acl,gemini,lr,True,5,1,False,0,1,67/33,2,0.5625,0.5555555555555556
acl,gemini,lr,True,5,1,False,0,1,67/33,3,0.5,0.4857142857142857
acl,gemini,lr,True,5,1,False,0,1,67/33,4,0.7285714285714285,0.7333333333333334
acl,claude,mlp,True,5,1,False,0,1,33/67,0,0.5833333333333333,0.5643939393939394
acl,claude,mlp,True,5,1,False,0,1,33/67,1,0.45454545454545453,0.30303030303030304
acl,claude,mlp,True,5,1,False,0,1,33/67,2,0.5340909090909092,0.486815415821501
acl,claude,mlp,True,5,1,False,0,1,33/67,3,0.6388888888888888,0.6086956521739131
acl,claude,mlp,True,5,1,False,0,1,33/67,4,0.3423076923076923,0.34285714285714286
acl,claude,mlp,True,5,1,False,0,1,50/50,0,0.5833333333333333,0.5824561403508772
acl,claude,mlp,True,5,1,False,0,1,50/50,1,0.5,0.2916666666666667
acl,claude,mlp,True,5,1,False,0,1,50/50,2,0.5857142857142856,0.5824561403508772
acl,claude,mlp,True,5,1,False,0,1,50/50,3,0.5357142857142857,0.5277777777777778
acl,claude,mlp,True,5,1,False,0,1,50/50,4,0.6319444444444444,0.6136363636363636
acl,claude,mlp,True,5,1,False,0,1,67/33,0,0.5428571428571429,0.4857142857142857
acl,claude,mlp,True,5,1,False,0,1,67/33,1,0.5714285714285714,0.4375
acl,claude,mlp,True,5,1,False,0,1,67/33,2,0.5,0.4857142857142857
acl,claude,mlp,True,5,1,False,0,1,67/33,3,0.5625,0.5
acl,claude,mlp,True,5,1,False,0,1,67/33,4,0.7285714285714285,0.7333333333333334
acl,claude,hgbdt,True,5,1,False,0,1,33/67,0,0.5238095238095238,0.5208333333333333
acl,claude,hgbdt,True,5,1,False,0,1,33/67,1,0.4507575757575758,0.35698924731182796
acl,claude,hgbdt,True,5,1,False,0,1,33/67,2,0.6931818181818181,0.6933333333333334
acl,claude,hgbdt,True,5,1,False,0,1,33/67,3,0.7658730158730158,0.7386363636363636
acl,claude,hgbdt,True,5,1,False,0,1,33/67,4,0.3423076923076923,0.34285714285714286
acl,claude,hgbdt,True,5,1,False,0,1,50/50,0,0.5208333333333333,0.5142857142857142
acl,claude,hgbdt,True,5,1,False,0,1,50/50,1,0.4857142857142857,0.47058823529411764
acl,claude,hgbdt,True,5,1,False,0,1,50/50,2,0.6357142857142857,0.6357142857142857
acl,claude,hgbdt,True,5,1,False,0,1,50/50,3,0.6571428571428571,0.6458333333333333
acl,claude,hgbdt,True,5,1,False,0,1,50/50,4,0.7013888888888888,0.7017543859649122
acl,claude,hgbdt,True,5,1,False,0,1,67/33,0,0.5428571428571429,0.4857142857142857
acl,claude,hgbdt,True,5,1,False,0,1,67/33,1,0.6571428571428571,0.6571428571428571
acl,claude,hgbdt,True,5,1,False,0,1,67/33,2,0.75,0.7333333333333334
acl,claude,hgbdt,True,5,1,False,0,1,67/33,3,0.625,0.5804195804195804
acl,claude,hgbdt,True,5,1,False,0,1,67/33,4,0.7142857142857143,0.6571428571428571
acl,claude,lr,True,5,1,False,0,1,33/67,0,0.5833333333333333,0.5643939393939394
acl,claude,lr,True,5,1,False,0,1,33/67,1,0.5,0.3235294117647059
acl,claude,lr,True,5,1,False,0,1,33/67,2,0.5,0.3235294117647059
acl,claude,lr,True,5,1,False,0,1,33/67,3,0.6388888888888888,0.6086956521739131
acl,claude,lr,True,5,1,False,0,1,33/67,4,0.38076923076923075,0.38076923076923075
acl,claude,lr,True,5,1,False,0,1,50/50,0,0.5763888888888888,0.5641025641025641
acl,claude,lr,True,5,1,False,0,1,50/50,1,0.5,0.2916666666666667
acl,claude,lr,True,5,1,False,0,1,50/50,2,0.5142857142857142,0.5142857142857142
acl,claude,lr,True,5,1,False,0,1,50/50,3,0.5357142857142857,0.5277777777777778
acl,claude,lr,True,5,1,False,0,1,50/50,4,0.5694444444444444,0.5296442687747036
acl,claude,lr,True,5,1,False,0,1,67/33,0,0.5714285714285714,0.4375
acl,claude,lr,True,5,1,False,0,1,67/33,1,0.5714285714285714,0.4375
acl,claude,lr,True,5,1,False,0,1,67/33,2,0.6875,0.6571428571428571
acl,claude,lr,True,5,1,False,0,1,67/33,3,0.5625,0.5
acl,claude,lr,True,5,1,False,0,1,67/33,4,0.7285714285714285,0.7333333333333334
bankruptcy,gpt-4o,mlp,True,5,1,False,0,1,33/67,0,0.868421052631579,0.8528138528138528
bankruptcy,gpt-4o,mlp,True,5,1,False,0,1,33/67,1,0.8333333333333333,0.8210526315789474
bankruptcy,gpt-4o,mlp,True,5,1,False,0,1,33/67,2,0.9333333333333333,0.9392857142857143
bankruptcy,gpt-4o,mlp,True,5,1,False,0,1,33/67,3,0.8142857142857143,0.793939393939394
bankruptcy,gpt-4o,mlp,True,5,1,False,0,1,33/67,4,0.8403508771929824,0.8464317976513098
bankruptcy,gpt-4o,mlp,True,5,1,False,0,1,50/50,0,0.8666666666666667,0.8726655348047538
bankruptcy,gpt-4o,mlp,True,5,1,False,0,1,50/50,1,0.8782051282051282,0.8792270531400965
bankruptcy,gpt-4o,mlp,True,5,1,False,0,1,50/50,2,0.8576388888888888,0.8663101604278074
bankruptcy,gpt-4o,mlp,True,5,1,False,0,1,50/50,3,0.8116883116883117,0.8
bankruptcy,gpt-4o,mlp,True,5,1,False,0,1,50/50,4,0.7666666666666666,0.7771836007130125
bankruptcy,gpt-4o,mlp,True,5,1,False,0,1,67/33,0,0.7878787878787878,0.7984189723320159
bankruptcy,gpt-4o,mlp,True,5,1,False,0,1,67/33,1,0.8819444444444444,0.8819444444444444
bankruptcy,gpt-4o,mlp,True,5,1,False,0,1,67/33,2,0.8712121212121212,0.8712121212121212
bankruptcy,gpt-4o,mlp,True,5,1,False,0,1,67/33,3,0.7357142857142858,0.7424242424242424
bankruptcy,gpt-4o,mlp,True,5,1,False,0,1,67/33,4,0.7152777777777778,0.7017543859649122
bankruptcy,gpt-4o,hgbdt,True,5,1,False,0,1,33/67,0,0.8280701754385965,0.8229166666666667
bankruptcy,gpt-4o,hgbdt,True,5,1,False,0,1,33/67,1,0.8263888888888888,0.8235294117647058
bankruptcy,gpt-4o,hgbdt,True,5,1,False,0,1,33/67,2,0.8280701754385965,0.8229166666666667
bankruptcy,gpt-4o,hgbdt,True,5,1,False,0,1,33/67,3,0.7678571428571428,0.7614035087719297
bankruptcy,gpt-4o,hgbdt,True,5,1,False,0,1,33/67,4,0.7473684210526316,0.7509157509157509
bankruptcy,gpt-4o,hgbdt,True,5,1,False,0,1,50/50,0,0.8166666666666667,0.8263888888888888
bankruptcy,gpt-4o,hgbdt,True,5,1,False,0,1,50/50,1,0.7980769230769231,0.7987117552334944
bankruptcy,gpt-4o,hgbdt,True,5,1,False,0,1,50/50,2,0.8263888888888888,0.8263888888888888
bankruptcy,gpt-4o,hgbdt,True,5,1,False,0,1,50/50,3,0.7467532467532467,0.75
bankruptcy,gpt-4o,hgbdt,True,5,1,False,0,1,50/50,4,0.7333333333333334,0.7395833333333333
bankruptcy,gpt-4o,hgbdt,True,5,1,False,0,1,67/33,0,0.8257575757575758,0.8131868131868132
bankruptcy,gpt-4o,hgbdt,True,5,1,False,0,1,67/33,1,0.8194444444444444,0.8210526315789474
bankruptcy,gpt-4o,hgbdt,True,5,1,False,0,1,67/33,2,0.8636363636363636,0.8210526315789474
bankruptcy,gpt-4o,hgbdt,True,5,1,False,0,1,67/33,3,0.7571428571428571,0.7571428571428571
bankruptcy,gpt-4o,hgbdt,True,5,1,False,0,1,67/33,4,0.6597222222222222,0.6357142857142857
bankruptcy,gpt-4o,lr,True,5,1,False,0,1,33/67,0,0.9210526315789473,0.9116883116883117
bankruptcy,gpt-4o,lr,True,5,1,False,0,1,33/67,1,0.8020833333333333,0.7925021795989537
bankruptcy,gpt-4o,lr,True,5,1,False,0,1,33/67,2,0.887719298245614,0.8819444444444444
bankruptcy,gpt-4o,lr,True,5,1,False,0,1,33/67,3,0.8392857142857143,0.8229166666666667
bankruptcy,gpt-4o,lr,True,5,1,False,0,1,33/67,4,0.8403508771929824,0.8464317976513098
bankruptcy,gpt-4o,lr,True,5,1,False,0,1,50/50,0,0.8666666666666667,0.8726655348047538
bankruptcy,gpt-4o,lr,True,5,1,False,0,1,50/50,1,0.9198717948717949,0.9198717948717949
bankruptcy,gpt-4o,lr,True,5,1,False,0,1,50/50,2,0.8888888888888888,0.9080882352941176
bankruptcy,gpt-4o,lr,True,5,1,False,0,1,50/50,3,0.8116883116883117,0.8
bankruptcy,gpt-4o,lr,True,5,1,False,0,1,50/50,4,0.7666666666666666,0.7771836007130125
bankruptcy,gpt-4o,lr,True,5,1,False,0,1,67/33,0,0.7878787878787878,0.7984189723320159
bankruptcy,gpt-4o,lr,True,5,1,False,0,1,67/33,1,0.8819444444444444,0.8819444444444444
bankruptcy,gpt-4o,lr,True,5,1,False,0,1,67/33,2,0.9545454545454546,0.9377289377289377
bankruptcy,gpt-4o,lr,True,5,1,False,0,1,67/33,3,0.8285714285714285,0.8210526315789474
bankruptcy,gpt-4o,lr,True,5,1,False,0,1,67/33,4,0.7152777777777778,0.7017543859649122
bankruptcy,gpt-o1,mlp,True,5,1,False,0,1,33/67,0,0.868421052631579,0.8528138528138528
bankruptcy,gpt-o1,mlp,True,5,1,False,0,1,33/67,1,0.8576388888888888,0.8528138528138528
bankruptcy,gpt-o1,mlp,True,5,1,False,0,1,33/67,2,0.887719298245614,0.8819444444444444
bankruptcy,gpt-o1,mlp,True,5,1,False,0,1,33/67,3,0.8392857142857143,0.8229166666666667
bankruptcy,gpt-o1,mlp,True,5,1,False,0,1,33/67,4,0.8403508771929824,0.8464317976513098
bankruptcy,gpt-o1,mlp,True,5,1,False,0,1,50/50,0,0.8833333333333333,0.8768472906403941
bankruptcy,gpt-o1,mlp,True,5,1,False,0,1,50/50,1,0.8012820512820513,0.8
bankruptcy,gpt-o1,mlp,True,5,1,False,0,1,50/50,2,0.8888888888888888,0.9080882352941176
bankruptcy,gpt-o1,mlp,True,5,1,False,0,1,50/50,3,0.8116883116883117,0.8
bankruptcy,gpt-o1,mlp,True,5,1,False,0,1,50/50,4,0.7666666666666666,0.7771836007130125
bankruptcy,gpt-o1,mlp,True,5,1,False,0,1,67/33,0,0.8333333333333333,0.8583333333333334
bankruptcy,gpt-o1,mlp,True,5,1,False,0,1,67/33,1,0.9444444444444444,0.9411764705882353
bankruptcy,gpt-o1,mlp,True,5,1,False,0,1,67/33,2,0.8712121212121212,0.8712121212121212
bankruptcy,gpt-o1,mlp,True,5,1,False,0,1,67/33,3,0.7785714285714285,0.7638888888888888
bankruptcy,gpt-o1,mlp,True,5,1,False,0,1,67/33,4,0.7152777777777778,0.7017543859649122
bankruptcy,gpt-o1,hgbdt,True,5,1,False,0,1,33/67,0,0.8280701754385965,0.8229166666666667
bankruptcy,gpt-o1,hgbdt,True,5,1,False,0,1,33/67,1,0.8541666666666667,0.8528138528138528
bankruptcy,gpt-o1,hgbdt,True,5,1,False,0,1,33/67,2,0.8280701754385965,0.8229166666666667
bankruptcy,gpt-o1,hgbdt,True,5,1,False,0,1,33/67,3,0.7678571428571428,0.7614035087719297
bankruptcy,gpt-o1,hgbdt,True,5,1,False,0,1,33/67,4,0.7473684210526316,0.7509157509157509
bankruptcy,gpt-o1,hgbdt,True,5,1,False,0,1,50/50,0,0.8333333333333334,0.8333333333333334
bankruptcy,gpt-o1,hgbdt,True,5,1,False,0,1,50/50,1,0.7980769230769231,0.7987117552334944
bankruptcy,gpt-o1,hgbdt,True,5,1,False,0,1,50/50,2,0.8263888888888888,0.8263888888888888
bankruptcy,gpt-o1,hgbdt,True,5,1,False,0,1,50/50,3,0.7467532467532467,0.75
bankruptcy,gpt-o1,hgbdt,True,5,1,False,0,1,50/50,4,0.7333333333333334,0.7395833333333333
bankruptcy,gpt-o1,hgbdt,True,5,1,False,0,1,67/33,0,0.7878787878787878,0.7984189723320159
bankruptcy,gpt-o1,hgbdt,True,5,1,False,0,1,67/33,1,0.8194444444444444,0.8210526315789474
bankruptcy,gpt-o1,hgbdt,True,5,1,False,0,1,67/33,2,0.9090909090909092,0.8785714285714286
bankruptcy,gpt-o1,hgbdt,True,5,1,False,0,1,67/33,3,0.7571428571428571,0.7571428571428571
bankruptcy,gpt-o1,hgbdt,True,5,1,False,0,1,67/33,4,0.6597222222222222,0.6357142857142857
bankruptcy,gpt-o1,lr,True,5,1,False,0,1,33/67,0,0.8947368421052632,0.8823529411764706
bankruptcy,gpt-o1,lr,True,5,1,False,0,1,33/67,1,0.7986111111111112,0.793939393939394
bankruptcy,gpt-o1,lr,True,5,1,False,0,1,33/67,2,0.8614035087719298,0.8528138528138528
bankruptcy,gpt-o1,lr,True,5,1,False,0,1,33/67,3,0.8392857142857143,0.8229166666666667
bankruptcy,gpt-o1,lr,True,5,1,False,0,1,33/67,4,0.8403508771929824,0.8464317976513098
bankruptcy,gpt-o1,lr,True,5,1,False,0,1,50/50,0,0.9,0.9131944444444444
bankruptcy,gpt-o1,lr,True,5,1,False,0,1,50/50,1,0.9615384615384616,0.96
bankruptcy,gpt-o1,lr,True,5,1,False,0,1,50/50,2,0.8576388888888888,0.8663101604278074
bankruptcy,gpt-o1,lr,True,5,1,False,0,1,50/50,3,0.8116883116883117,0.8
bankruptcy,gpt-o1,lr,True,5,1,False,0,1,50/50,4,0.7666666666666666,0.7771836007130125
bankruptcy,gpt-o1,lr,True,5,1,False,0,1,67/33,0,0.7878787878787878,0.7984189723320159
bankruptcy,gpt-o1,lr,True,5,1,False,0,1,67/33,1,0.8819444444444444,0.8819444444444444
bankruptcy,gpt-o1,lr,True,5,1,False,0,1,67/33,2,0.9545454545454546,0.9377289377289377
bankruptcy,gpt-o1,lr,True,5,1,False,0,1,67/33,3,0.8285714285714285,0.8210526315789474
bankruptcy,gpt-o1,lr,True,5,1,False,0,1,67/33,4,0.7152777777777778,0.7017543859649122
bankruptcy,gemini,mlp,True,5,1,False,0,1,33/67,0,0.8421052631578947,0.8229166666666667
bankruptcy,gemini,mlp,True,5,1,False,0,1,33/67,1,0.8263888888888888,0.8235294117647058
bankruptcy,gemini,mlp,True,5,1,False,0,1,33/67,2,0.8614035087719298,0.8528138528138528
bankruptcy,gemini,mlp,True,5,1,False,0,1,33/67,3,0.8392857142857143,0.8229166666666667
bankruptcy,gemini,mlp,True,5,1,False,0,1,33/67,4,0.8403508771929824,0.8464317976513098
bankruptcy,gemini,mlp,True,5,1,False,0,1,50/50,0,0.8833333333333333,0.8768472906403941
bankruptcy,gemini,mlp,True,5,1,False,0,1,50/50,1,0.875,0.8768472906403941
bankruptcy,gemini,mlp,True,5,1,False,0,1,50/50,2,0.8576388888888888,0.8663101604278074
bankruptcy,gemini,mlp,True,5,1,False,0,1,50/50,3,0.8116883116883117,0.8
bankruptcy,gemini,mlp,True,5,1,False,0,1,50/50,4,0.7666666666666666,0.7771836007130125
bankruptcy,gemini,mlp,True,5,1,False,0,1,67/33,0,0.8333333333333333,0.8583333333333334
