dataset,method,num_trees,iter,decision_tree,description,num_examples,max_tree_depth,temperature,split,accuracy,f1_score
acl,claude,5,1,True,False,1,2,0,50/50,0.5714285714285714,0.5096153846153846
acl,claude,5,2,True,False,1,2,0,50/50,0.5,0.2916666666666667
acl,claude,5,3,True,False,1,2,0,50/50,0.55,0.3952569169960475
acl,claude,5,4,True,False,1,2,0,50/50,0.5555555555555556,0.43333333333333335
acl,claude,5,0,True,False,1,2,0,67/33,0.6,0.5555555555555556
acl,claude,5,1,True,False,1,2,0,67/33,0.6,0.5555555555555556
acl,claude,5,2,True,False,1,2,0,67/33,0.5,0.25
acl,claude,5,3,True,False,1,2,0,67/33,0.5625,0.37777777777777777
acl,claude,5,4,True,False,1,2,0,67/33,0.5714285714285714,0.4375
bankruptcy,gpt-4o,5,0,True,False,1,2,0,33/67,0.7403508771929824,0.7424242424242424
bankruptcy,gpt-4o,5,1,True,False,1,2,0,33/67,0.8472222222222222,0.8496905393457117
bankruptcy,gpt-4o,5,2,True,False,1,2,0,33/67,0.887719298245614,0.8819444444444444
bankruptcy,gpt-4o,5,3,True,False,1,2,0,33/67,0.8642857142857143,0.85178727114211
bankruptcy,gpt-4o,5,4,True,False,1,2,0,33/67,0.7070175438596491,0.7043478260869566
bankruptcy,gpt-4o,5,0,True,False,1,2,0,50/50,0.7,0.7023809523809523
bankruptcy,gpt-4o,5,1,True,False,1,2,0,50/50,0.8044871794871795,0.7987117552334944
bankruptcy,gpt-4o,5,2,True,False,1,2,0,50/50,0.9131944444444444,0.9131944444444444
bankruptcy,gpt-4o,5,3,True,False,1,2,0,50/50,0.8116883116883117,0.8
bankruptcy,gpt-4o,5,4,True,False,1,2,0,50/50,0.6666666666666667,0.6666666666666667
bankruptcy,gpt-4o,5,0,True,False,1,2,0,67/33,0.5833333333333334,0.5502645502645502
bankruptcy,gpt-4o,5,1,True,False,1,2,0,67/33,0.7708333333333333,0.7638888888888888
bankruptcy,gpt-4o,5,2,True,False,1,2,0,67/33,0.9545454545454546,0.9377289377289377
bankruptcy,gpt-4o,5,3,True,False,1,2,0,67/33,0.8285714285714285,0.8210526315789474
bankruptcy,gpt-4o,5,4,True,False,1,2,0,67/33,0.6597222222222222,0.6357142857142857
bankruptcy,gpt-o1,5,0,True,False,1,2,0,33/67,0.880701754385965,0.880701754385965
bankruptcy,gpt-o1,5,1,True,False,1,2,0,33/67,0.9409722222222222,0.9409722222222222
bankruptcy,gpt-o1,5,2,True,False,1,2,0,33/67,0.887719298245614,0.8819444444444444
bankruptcy,gpt-o1,5,3,True,False,1,2,0,33/67,0.725,0.6693191865605659
bankruptcy,gpt-o1,5,4,True,False,1,2,0,33/67,0.8403508771929824,0.8464317976513098
bankruptcy,gpt-o1,5,0,True,False,1,2,0,50/50,0.8666666666666667,0.8726655348047538
bankruptcy,gpt-o1,5,1,True,False,1,2,0,50/50,0.9198717948717949,0.9198717948717949
bankruptcy,gpt-o1,5,2,True,False,1,2,0,50/50,0.9131944444444444,0.9131944444444444
bankruptcy,gpt-o1,5,3,True,False,1,2,0,50/50,0.75,0.7126436781609196
bankruptcy,gpt-o1,5,4,True,False,1,2,0,50/50,0.7666666666666666,0.7771836007130125
bankruptcy,gpt-o1,5,0,True,False,1,2,0,67/33,0.7878787878787878,0.7984189723320159
bankruptcy,gpt-o1,5,1,True,False,1,2,0,67/33,0.8819444444444444,0.8819444444444444
bankruptcy,gpt-o1,5,2,True,False,1,2,0,67/33,0.9545454545454546,0.9377289377289377
bankruptcy,gpt-o1,5,3,True,False,1,2,0,67/33,0.75,0.7017543859649122
bankruptcy,gpt-o1,5,4,True,False,1,2,0,67/33,0.7152777777777778,0.7017543859649122
bankruptcy,gemini,5,0,True,False,1,2,0,33/67,0.8403508771929824,0.8464317976513098
bankruptcy,gemini,5,1,True,False,1,2,0,33/67,0.75,0.7424242424242424
bankruptcy,gemini,5,2,True,False,1,2,0,33/67,0.7368421052631579,0.6964285714285714
bankruptcy,gemini,5,3,True,False,1,2,0,33/67,0.6892857142857143,0.6421052631578947
bankruptcy,gemini,5,4,True,False,1,2,0,33/67,0.8403508771929824,0.8464317976513098
bankruptcy,gemini,5,0,True,False,1,2,0,50/50,0.9,0.9131944444444444
bankruptcy,gemini,5,1,True,False,1,2,0,50/50,0.7692307692307692,0.75
bankruptcy,gemini,5,2,True,False,1,2,0,50/50,0.75,0.6794871794871795
bankruptcy,gemini,5,3,True,False,1,2,0,50/50,0.7045454545454546,0.6753246753246753
bankruptcy,gemini,5,4,True,False,1,2,0,50/50,0.7666666666666666,0.7771836007130125
bankruptcy,gemini,5,0,True,False,1,2,0,67/33,0.8333333333333333,0.8583333333333334
bankruptcy,gemini,5,1,True,False,1,2,0,67/33,0.7777777777777778,0.7571428571428571
bankruptcy,gemini,5,2,True,False,1,2,0,67/33,0.7727272727272727,0.7058823529411765
bankruptcy,gemini,5,3,True,False,1,2,0,67/33,0.7285714285714285,0.7058823529411765
bankruptcy,gemini,5,4,True,False,1,2,0,67/33,0.7152777777777778,0.7017543859649122
bankruptcy,claude,5,0,True,False,1,2,0,33/67,0.643859649122807,0.6091954022988506
bankruptcy,claude,5,1,True,False,1,2,0,33/67,0.5729166666666666,0.5392953929539295
bankruptcy,claude,5,2,True,False,1,2,0,33/67,0.587719298245614,0.5729468599033817
bankruptcy,claude,5,3,True,False,1,2,0,33/67,0.675,0.678030303030303
bankruptcy,claude,5,4,True,False,1,2,0,33/67,0.6175438596491228,0.575
bankruptcy,claude,5,0,True,False,1,2,0,50/50,0.6333333333333333,0.5993589743589745
bankruptcy,claude,5,1,True,False,1,2,0,50/50,0.6314102564102564,0.6179966044142615
bankruptcy,claude,5,2,True,False,1,2,0,50/50,0.5173611111111112,0.503968253968254
bankruptcy,claude,5,3,True,False,1,2,0,50/50,0.6558441558441558,0.6527777777777778
bankruptcy,claude,5,4,True,False,1,2,0,50/50,0.6166666666666667,0.548440065681445
bankruptcy,claude,5,0,True,False,1,2,0,67/33,0.5606060606060606,0.5277777777777778
bankruptcy,claude,5,1,True,False,1,2,0,67/33,0.5138888888888888,0.48484848484848486
bankruptcy,claude,5,2,True,False,1,2,0,67/33,0.5757575757575758,0.575
bankruptcy,claude,5,3,True,False,1,2,0,67/33,0.6142857142857143,0.6136363636363636
bankruptcy,claude,5,4,True,False,1,2,0,67/33,0.6319444444444444,0.6136363636363636
boxing1,gpt-4o,5,0,True,False,1,2,0,33/67,0.6254901960784314,0.628377230246389
boxing1,gpt-4o,5,1,True,False,1,2,0,33/67,0.40625,0.4067321178120617
boxing1,gpt-4o,5,2,True,False,1,2,0,33/67,0.5685714285714285,0.5684426229508197
boxing1,gpt-4o,5,3,True,False,1,2,0,33/67,0.42082210242587603,0.40294840294840295
boxing1,gpt-4o,5,4,True,False,1,2,0,33/67,0.39721485411140584,0.38035495716034273
boxing1,gpt-4o,5,0,True,False,1,2,0,50/50,0.625,0.625
boxing1,gpt-4o,5,1,True,False,1,2,0,50/50,0.42825361512791993,0.41714285714285715
boxing1,gpt-4o,5,2,True,False,1,2,0,50/50,0.5515873015873016,0.5459976105137395
boxing1,gpt-4o,5,3,True,False,1,2,0,50/50,0.373015873015873,0.3552036199095022
boxing1,gpt-4o,5,4,True,False,1,2,0,50/50,0.4285714285714286,0.3939393939393939
boxing1,gpt-4o,5,0,True,False,1,2,0,67/33,0.7147335423197492,0.7023809523809523
boxing1,gpt-4o,5,1,True,False,1,2,0,67/33,0.393483709273183,0.38618925831202044
boxing1,gpt-4o,5,2,True,False,1,2,0,67/33,0.46438746438746437,0.42652329749103945
boxing1,gpt-4o,5,3,True,False,1,2,0,67/33,0.3205128205128205,0.3142857142857143
boxing1,gpt-4o,5,4,True,False,1,2,0,67/33,0.40384615384615385,0.37460913070669166
boxing1,gemini,5,0,True,False,1,2,0,33/67,0.5127450980392156,0.3255734919286321
boxing1,gemini,5,1,True,False,1,2,0,33/67,0.5284090909090909,0.44155844155844154
boxing1,gemini,5,2,True,False,1,2,0,33/67,0.5453571428571429,0.4910344827586207
boxing1,gemini,5,3,True,False,1,2,0,33/67,0.559299191374663,0.5438047559449312
boxing1,gemini,5,4,True,False,1,2,0,33/67,0.5812334217506632,0.5307926829268292
boxing1,gemini,5,0,True,False,1,2,0,50/50,0.5125,0.3181818181818182
boxing1,gemini,5,1,True,False,1,2,0,50/50,0.5116796440489433,0.4375
boxing1,gemini,5,2,True,False,1,2,0,50/50,0.5357142857142857,0.47972027972027975
boxing1,gemini,5,3,True,False,1,2,0,50/50,0.6071428571428572,0.5688416211555045
boxing1,gemini,5,4,True,False,1,2,0,50/50,0.5396825396825397,0.4660734149054505
boxing1,gemini,5,0,True,False,1,2,0,67/33,0.4890282131661442,0.27083333333333337
boxing1,gemini,5,1,True,False,1,2,0,67/33,0.5927318295739348,0.5248078266946191
boxing1,gemini,5,2,True,False,1,2,0,67/33,0.5113960113960114,0.47203016970458833
boxing1,gemini,5,3,True,False,1,2,0,67/33,0.6239316239316239,0.5907928388746804
boxing1,gemini,5,4,True,False,1,2,0,67/33,0.5851648351648352,0.5247029393370857
boxing1,claude,5,0,True,False,1,2,0,33/67,0.5950980392156863,0.595
boxing1,claude,5,1,True,False,1,2,0,33/67,0.4507575757575758,0.4430863254392666
boxing1,claude,5,2,True,False,1,2,0,33/67,0.4542857142857143,0.4319775596072931
boxing1,claude,5,3,True,False,1,2,0,33/67,0.5852425876010782,0.5846153846153846
boxing1,claude,5,4,True,False,1,2,0,33/67,0.6127320954907162,0.6151315789473684
boxing1,claude,5,0,True,False,1,2,0,50/50,0.6000000000000001,0.6031746031746031
boxing1,claude,5,1,True,False,1,2,0,50/50,0.4660734149054505,0.4660734149054505
boxing1,claude,5,2,True,False,1,2,0,50/50,0.4801587301587302,0.442410588566601
boxing1,claude,5,3,True,False,1,2,0,50/50,0.5714285714285714,0.5738636363636364
boxing1,claude,5,4,True,False,1,2,0,50/50,0.5992063492063492,0.6029258098223615
boxing1,claude,5,0,True,False,1,2,0,67/33,0.6238244514106583,0.6238244514106583
boxing1,claude,5,1,True,False,1,2,0,67/33,0.37468671679197996,0.37460913070669166
boxing1,claude,5,2,True,False,1,2,0,67/33,0.5498575498575499,0.4987468671679198
boxing1,claude,5,3,True,False,1,2,0,67/33,0.5612535612535612,0.561128526645768
boxing1,claude,5,4,True,False,1,2,0,67/33,0.6181318681318682,0.6218181818181818
boxing2,gpt-4o,5,0,True,False,1,2,0,33/67,0.45426829268292684,0.4217775467775468
boxing2,gpt-4o,5,1,True,False,1,2,0,33/67,0.42784552845528456,0.4266767715043577
boxing2,gpt-4o,5,2,True,False,1,2,0,33/67,0.5,0.3358208955223881
boxing2,gpt-4o,5,3,True,False,1,2,0,33/67,0.41506572295247723,0.41506572295247723
boxing2,gpt-4o,5,4,True,False,1,2,0,33/67,0.5,0.3046875
boxing2,gpt-4o,5,0,True,False,1,2,0,50/50,0.44930875576036866,0.4287719298245614
boxing2,gpt-4o,5,1,True,False,1,2,0,50/50,0.40695488721804507,0.40567998152851537
boxing2,gpt-4o,5,2,True,False,1,2,0,50/50,0.5,0.31958762886597936
boxing2,gpt-4o,5,3,True,False,1,2,0,50/50,0.4525345622119816,0.4525345622119816
boxing2,gpt-4o,5,4,True,False,1,2,0,50/50,0.5,0.30526315789473685
boxing2,gpt-4o,5,0,True,False,1,2,0,67/33,0.4318181818181818,0.4170641229464759
boxing2,gpt-4o,5,1,True,False,1,2,0,67/33,0.3348214285714286,0.3322867608581894
boxing2,gpt-4o,5,2,True,False,1,2,0,67/33,0.5,0.3125
boxing2,gpt-4o,5,3,True,False,1,2,0,67/33,0.4358178053830228,0.42916450441100157
boxing2,gpt-4o,5,4,True,False,1,2,0,67/33,0.5,0.2786885245901639
boxing2,gemini,5,0,True,False,1,2,0,33/67,0.3252032520325203,0.3250758341759353
boxing2,gemini,5,1,True,False,1,2,0,33/67,0.45909552845528456,0.45896656534954405
boxing2,gemini,5,2,True,False,1,2,0,33/67,0.6068181818181818,0.6067415730337079
boxing2,gemini,5,3,True,False,1,2,0,33/67,0.4438827098078868,0.43105022831050227
boxing2,gemini,5,4,True,False,1,2,0,33/67,0.4297435897435898,0.40600667408231367
boxing2,gemini,5,0,True,False,1,2,0,50/50,0.32027649769585254,0.3180252583237658
boxing2,gemini,5,1,True,False,1,2,0,50/50,0.45958646616541354,0.45964912280701753
boxing2,gemini,5,2,True,False,1,2,0,50/50,0.6027649769585253,0.6027777777777777
boxing2,gemini,5,3,True,False,1,2,0,50/50,0.39677419354838706,0.3769063180827886
boxing2,gemini,5,4,True,False,1,2,0,50/50,0.40307548928238585,0.3619022733211393
boxing2,gemini,5,0,True,False,1,2,0,67/33,0.3181818181818182,0.3167701863354037
boxing2,gemini,5,1,True,False,1,2,0,67/33,0.41964285714285715,0.4170641229464759
boxing2,gemini,5,2,True,False,1,2,0,67/33,0.6583333333333333,0.6574987026466009
boxing2,gemini,5,3,True,False,1,2,0,67/33,0.39648033126293997,0.3595687331536388
boxing2,gemini,5,4,True,False,1,2,0,67/33,0.3333333333333333,0.2903225806451613
boxing2,claude,5,0,True,False,1,2,0,33/67,0.571900406504065,0.5665394234566276
boxing2,claude,5,1,True,False,1,2,0,33/67,0.5457317073170732,0.5332795482049213
boxing2,claude,5,2,True,False,1,2,0,33/67,0.5522727272727272,0.5407636738906089
boxing2,claude,5,3,True,False,1,2,0,33/67,0.5692618806875631,0.5431091220218507
boxing2,claude,5,4,True,False,1,2,0,33/67,0.6051282051282052,0.6001361470388019
boxing2,claude,5,0,True,False,1,2,0,50/50,0.5847926267281106,0.5831578947368421
boxing2,claude,5,1,True,False,1,2,0,50/50,0.5291353383458647,0.52090112640801
boxing2,claude,5,2,True,False,1,2,0,50/50,0.5829493087557603,0.5792207792207792
boxing2,claude,5,3,True,False,1,2,0,50/50,0.6050691244239632,0.5743969429185574
boxing2,claude,5,4,True,False,1,2,0,50/50,0.6430568499534017,0.6398809523809523
boxing2,claude,5,0,True,False,1,2,0,67/33,0.5909090909090908,0.5875
boxing2,claude,5,1,True,False,1,2,0,67/33,0.5267857142857143,0.5268817204301075
boxing2,claude,5,2,True,False,1,2,0,67/33,0.625,0.6239316239316239
boxing2,claude,5,3,True,False,1,2,0,67/33,0.6035196687370601,0.5878787878787879
boxing2,claude,5,4,True,False,1,2,0,67/33,0.565359477124183,0.5628287551139685
creditscore,gpt-4o,5,0,True,False,1,2,0,33/67,0.6,0.3963963963963964
creditscore,gpt-4o,5,1,True,False,1,2,0,33/67,0.5529411764705883,0.47005649717514125
creditscore,gpt-4o,5,2,True,False,1,2,0,33/67,0.6384803921568627,0.6521287642782969
creditscore,gpt-4o,5,3,True,False,1,2,0,33/67,0.5241228070175439,0.47005649717514125
creditscore,gpt-4o,5,4,True,False,1,2,0,33/67,0.6258503401360545,0.6388140161725068
creditscore,gpt-4o,5,0,True,False,1,2,0,50/50,0.618421052631579,0.4179044560417503
creditscore,gpt-4o,5,1,True,False,1,2,0,50/50,0.48903508771929827,0.4252873563218391
creditscore,gpt-4o,5,2,True,False,1,2,0,50/50,0.5875,0.5934959349593496
creditscore,gpt-4o,5,3,True,False,1,2,0,50/50,0.5218253968253967,0.4832575444398512
creditscore,gpt-4o,5,4,True,False,1,2,0,50/50,0.5850815850815851,0.5934959349593496
creditscore,gpt-4o,5,0,True,False,1,2,0,67/33,0.6363636363636364,0.5037593984962406
creditscore,gpt-4o,5,1,True,False,1,2,0,67/33,0.4258241758241758,0.3882926829268293
creditscore,gpt-4o,5,2,True,False,1,2,0,67/33,0.6675,0.6944444444444444
creditscore,gpt-4o,5,3,True,False,1,2,0,67/33,0.5325,0.4672364672364672
creditscore,gpt-4o,5,4,True,False,1,2,0,67/33,0.6982758620689655,0.6783625730994152
creditscore,gemini,5,0,True,False,1,2,0,33/67,0.5211764705882352,0.33603603603603605
creditscore,gemini,5,1,True,False,1,2,0,33/67,0.24529411764705883,0.12477477477477478
creditscore,gemini,5,2,True,False,1,2,0,33/67,0.6151960784313726,0.6329540665823852
creditscore,gemini,5,3,True,False,1,2,0,33/67,0.6951754385964912,0.7126225490196079
creditscore,gemini,5,4,True,False,1,2,0,33/67,0.5272108843537415,0.45675675675675675
creditscore,gemini,5,0,True,False,1,2,0,50/50,0.5657894736842105,0.3268053855569155
creditscore,gemini,5,1,True,False,1,2,0,50/50,0.3333333333333333,0.13793103448275862
creditscore,gemini,5,2,True,False,1,2,0,50/50,0.5375,0.5265151515151515
creditscore,gemini,5,3,True,False,1,2,0,50/50,0.7083333333333333,0.7258771929824561
creditscore,gemini,5,4,True,False,1,2,0,50/50,0.5431235431235432,0.4318181818181818
creditscore,gemini,5,0,True,False,1,2,0,67/33,0.5227272727272727,0.2992922143579373
creditscore,gemini,5,1,True,False,1,2,0,67/33,0.21428571428571427,0.08333333333333333
creditscore,gemini,5,2,True,False,1,2,0,67/33,0.5625,0.5497076023391813
creditscore,gemini,5,3,True,False,1,2,0,67/33,0.8125,0.8563134978229319
creditscore,gemini,5,4,True,False,1,2,0,67/33,0.6724137931034483,0.4045584045584045
creditscore,claude,5,0,True,False,1,2,0,33/67,0.6076470588235294,0.6193181818181819
creditscore,claude,5,1,True,False,1,2,0,33/67,0.6170588235294118,0.6311926605504588
creditscore,claude,5,2,True,False,1,2,0,33/67,0.6053921568627452,0.6193181818181819
creditscore,claude,5,3,True,False,1,2,0,33/67,0.555921052631579,0.4757433489827856
creditscore,claude,5,4,True,False,1,2,0,33/67,0.4586167800453515,0.3858707802369774
creditscore,claude,5,0,True,False,1,2,0,50/50,0.5701754385964912,0.5686274509803921
creditscore,claude,5,1,True,False,1,2,0,50/50,0.668859649122807,0.6875
creditscore,claude,5,2,True,False,1,2,0,50/50,0.575,0.584717607973422
creditscore,claude,5,3,True,False,1,2,0,50/50,0.5297619047619048,0.4724025974025974
creditscore,claude,5,4,True,False,1,2,0,50/50,0.41375291375291373,0.33333333333333337
creditscore,claude,5,0,True,False,1,2,0,67/33,0.5681818181818182,0.5467032967032968
creditscore,claude,5,1,True,False,1,2,0,67/33,0.532967032967033,0.5285714285714286
creditscore,claude,5,2,True,False,1,2,0,67/33,0.625,0.6464285714285715
creditscore,claude,5,3,True,False,1,2,0,67/33,0.4925,0.41565703634669154
creditscore,claude,5,4,True,False,1,2,0,67/33,0.5129310344827587,0.3176691729323308
japansolvent,gpt-4o,5,0,True,False,1,2,0,33/67,0.5588235294117647,0.4582043343653251
japansolvent,gpt-4o,5,1,True,False,1,2,0,33/67,0.5,0.33962264150943394
japansolvent,gpt-4o,5,2,True,False,1,2,0,33/67,0.5,0.33962264150943394
japansolvent,gpt-4o,5,3,True,False,1,2,0,33/67,0.5833333333333334,0.4897959183673469
japansolvent,gpt-4o,5,4,True,False,1,2,0,33/67,0.5604575163398693,0.4897959183673469
japansolvent,gpt-4o,5,0,True,False,1,2,0,50/50,0.5357142857142857,0.390990990990991
japansolvent,gpt-4o,5,1,True,False,1,2,0,50/50,0.5,0.36585365853658536
japansolvent,gpt-4o,5,2,True,False,1,2,0,50/50,0.5,0.3157894736842105
japansolvent,gpt-4o,5,3,True,False,1,2,0,50/50,0.6071428571428571,0.519327731092437
japansolvent,gpt-4o,5,4,True,False,1,2,0,50/50,0.5892857142857143,0.5486111111111112
japansolvent,gpt-4o,5,0,True,False,1,2,0,67/33,0.5,0.3333333333333333
japansolvent,gpt-4o,5,1,True,False,1,2,0,67/33,0.5,0.3793103448275862
japansolvent,gpt-4o,5,2,True,False,1,2,0,67/33,0.5,0.3076923076923077
japansolvent,gpt-4o,5,3,True,False,1,2,0,67/33,0.65,0.5785953177257526
japansolvent,gpt-4o,5,4,True,False,1,2,0,67/33,0.5416666666666666,0.5178571428571428
japansolvent,gemini,5,0,True,False,1,2,0,33/67,0.5,0.33962264150943394
japansolvent,gemini,5,1,True,False,1,2,0,33/67,0.7352941176470589,0.72
japansolvent,gemini,5,2,True,False,1,2,0,33/67,0.7352941176470589,0.72
japansolvent,gemini,5,3,True,False,1,2,0,33/67,0.5277777777777778,0.38596491228070173
japansolvent,gemini,5,4,True,False,1,2,0,33/67,0.5588235294117647,0.4582043343653251
japansolvent,gemini,5,0,True,False,1,2,0,50/50,0.5,0.3157894736842105
japansolvent,gemini,5,1,True,False,1,2,0,50/50,0.6818181818181819,0.6720720720720721
japansolvent,gemini,5,2,True,False,1,2,0,50/50,0.7142857142857143,0.675
japansolvent,gemini,5,3,True,False,1,2,0,50/50,0.5357142857142857,0.390990990990991
japansolvent,gemini,5,4,True,False,1,2,0,50/50,0.5833333333333334,0.5112781954887218
japansolvent,gemini,5,0,True,False,1,2,0,67/33,0.5,0.3333333333333333
japansolvent,gemini,5,1,True,False,1,2,0,67/33,0.6428571428571428,0.6296296296296295
japansolvent,gemini,5,2,True,False,1,2,0,67/33,0.75,0.7142857142857142
japansolvent,gemini,5,3,True,False,1,2,0,67/33,0.55,0.4109090909090909
japansolvent,gemini,5,4,True,False,1,2,0,67/33,0.6666666666666666,0.6785714285714286
japansolvent,claude,5,0,True,False,1,2,0,33/67,0.8562091503267973,0.8566748566748568
japansolvent,claude,5,1,True,False,1,2,0,33/67,0.8300653594771241,0.8284313725490196
japansolvent,claude,5,2,True,False,1,2,0,33/67,0.7990196078431373,0.7993447993447993
japansolvent,claude,5,3,True,False,1,2,0,33/67,0.8006535947712419,0.8
japansolvent,claude,5,4,True,False,1,2,0,33/67,0.857843137254902,0.8571428571428571
japansolvent,claude,5,0,True,False,1,2,0,50/50,0.8511904761904762,0.8461538461538461
japansolvent,claude,5,1,True,False,1,2,0,50/50,0.8212121212121212,0.8074074074074074
japansolvent,claude,5,2,True,False,1,2,0,50/50,0.8095238095238095,0.8074074074074074
japansolvent,claude,5,3,True,False,1,2,0,50/50,0.7678571428571428,0.7678571428571428
japansolvent,claude,5,4,True,False,1,2,0,50/50,0.8511904761904762,0.8461538461538461
japansolvent,claude,5,0,True,False,1,2,0,67/33,0.8333333333333333,0.8328173374613003
japansolvent,claude,5,1,True,False,1,2,0,67/33,0.8636363636363636,0.8328173374613003
japansolvent,claude,5,2,True,False,1,2,0,67/33,0.775,0.775
japansolvent,claude,5,3,True,False,1,2,0,67/33,0.8375,0.8328173374613003
japansolvent,claude,5,4,True,False,1,2,0,67/33,0.875,0.8285714285714285
colic,gpt-4o,5,0,True,False,1,2,0,33/67,0.5105263157894737,0.32702537393657444
colic,gpt-4o,5,1,True,False,1,2,0,33/67,0.563450212299685,0.5341380611090154
colic,gpt-4o,5,2,True,False,1,2,0,33/67,0.5,0.26047904191616766
colic,gpt-4o,5,3,True,False,1,2,0,33/67,0.5682150160677768,0.42164453331966023
colic,gpt-4o,5,4,True,False,1,2,0,33/67,0.5511055486024197,0.5429357339334834
colic,gpt-4o,5,0,True,False,1,2,0,50/50,0.49657235448086745,0.3075268817204301
colic,gpt-4o,5,1,True,False,1,2,0,50/50,0.5581081081081081,0.526039970392302
colic,gpt-4o,5,2,True,False,1,2,0,50/50,0.5,0.2784313725490196
colic,gpt-4o,5,3,True,False,1,2,0,50/50,0.58017604286261,0.45238095238095233
colic,gpt-4o,5,4,True,False,1,2,0,50/50,0.548562260891028,0.5452682338758288
colic,gpt-4o,5,0,True,False,1,2,0,67/33,0.4987234042553192,0.311890243902439
colic,gpt-4o,5,1,True,False,1,2,0,67/33,0.5817524841915086,0.5244623655913978
colic,gpt-4o,5,2,True,False,1,2,0,67/33,0.5,0.2781065088757396
colic,gpt-4o,5,3,True,False,1,2,0,67/33,0.5920567375886525,0.48085106382978726
colic,gpt-4o,5,4,True,False,1,2,0,67/33,0.5463960231980116,0.544002718314645
colic,gemini,5,0,True,False,1,2,0,33/67,0.5,0.2777777777777778
colic,gemini,5,1,True,False,1,2,0,33/67,0.5,0.28405797101449276
colic,gemini,5,2,True,False,1,2,0,33/67,0.6081537356321839,0.5218010027633908
colic,gemini,5,3,True,False,1,2,0,33/67,0.6304046158340637,0.6316393254560055
colic,gemini,5,4,True,False,1,2,0,33/67,0.5,0.2756598240469208
colic,gemini,5,0,True,False,1,2,0,50/50,0.5,0.2784313725490196
colic,gemini,5,1,True,False,1,2,0,50/50,0.5,0.2868217054263566
colic,gemini,5,2,True,False,1,2,0,50/50,0.5959117537080892,0.523086196503918
colic,gemini,5,3,True,False,1,2,0,50/50,0.6278862099757623,0.6231884057971014
colic,gemini,5,4,True,False,1,2,0,50/50,0.5,0.2840466926070039
colic,gemini,5,0,True,False,1,2,0,67/33,0.5,0.2781065088757396
colic,gemini,5,1,True,False,1,2,0,67/33,0.5,0.25153374233128833
colic,gemini,5,2,True,False,1,2,0,67/33,0.6028368794326241,0.532950505879136
