dataset,method,num_trees,iter,decision_tree,description,num_examples,max_tree_depth,temperature,split,accuracy,f1_score
bankruptcy,gemini,5,3,True,False,1,2,0,67/33,0.7285714285714285,0.7058823529411765
bankruptcy,gemini,5,4,True,False,1,2,0,67/33,0.7152777777777778,0.7017543859649122
bankruptcy,claude,5,0,True,True,1,2,0,33/67,0.643859649122807,0.6091954022988506
bankruptcy,claude,5,1,True,True,1,2,0,33/67,0.6354166666666666,0.5888372093023255
bankruptcy,claude,5,2,True,True,1,2,0,33/67,0.587719298245614,0.5729468599033817
bankruptcy,claude,5,3,True,True,1,2,0,33/67,0.675,0.678030303030303
bankruptcy,claude,5,4,True,True,1,2,0,33/67,0.6175438596491228,0.575
bankruptcy,claude,5,0,True,True,1,2,0,50/50,0.6333333333333333,0.5993589743589745
bankruptcy,claude,5,1,True,True,1,2,0,50/50,0.6698717948717949,0.6527777777777778
bankruptcy,claude,5,2,True,True,1,2,0,50/50,0.5173611111111112,0.503968253968254
bankruptcy,claude,5,3,True,True,1,2,0,50/50,0.6558441558441558,0.6527777777777778
bankruptcy,claude,5,4,True,True,1,2,0,50/50,0.6166666666666667,0.548440065681445
bankruptcy,claude,5,0,True,True,1,2,0,67/33,0.5606060606060606,0.5277777777777778
bankruptcy,claude,5,1,True,True,1,2,0,67/33,0.5694444444444444,0.5296442687747036
bankruptcy,claude,5,2,True,True,1,2,0,67/33,0.5757575757575758,0.575
bankruptcy,claude,5,3,True,True,1,2,0,67/33,0.6142857142857143,0.6136363636363636
bankruptcy,claude,5,4,True,True,1,2,0,67/33,0.6319444444444444,0.6136363636363636
bankruptcy,claude,5,0,True,False,1,2,0,33/67,0.643859649122807,0.6091954022988506
bankruptcy,claude,5,1,True,False,1,2,0,33/67,0.5729166666666666,0.5392953929539295
bankruptcy,claude,5,2,True,False,1,2,0,33/67,0.587719298245614,0.5729468599033817
bankruptcy,claude,5,3,True,False,1,2,0,33/67,0.675,0.678030303030303
bankruptcy,claude,5,4,True,False,1,2,0,33/67,0.6175438596491228,0.575
bankruptcy,claude,5,0,True,False,1,2,0,50/50,0.6333333333333333,0.5993589743589745
bankruptcy,claude,5,1,True,False,1,2,0,50/50,0.6314102564102564,0.6179966044142615
bankruptcy,claude,5,2,True,False,1,2,0,50/50,0.5173611111111112,0.503968253968254
bankruptcy,claude,5,3,True,False,1,2,0,50/50,0.6558441558441558,0.6527777777777778
bankruptcy,claude,5,4,True,False,1,2,0,50/50,0.6166666666666667,0.548440065681445
bankruptcy,claude,5,0,True,False,1,2,0,67/33,0.5606060606060606,0.5277777777777778
bankruptcy,claude,5,1,True,False,1,2,0,67/33,0.5138888888888888,0.48484848484848486
bankruptcy,claude,5,2,True,False,1,2,0,67/33,0.5757575757575758,0.575
bankruptcy,claude,5,3,True,False,1,2,0,67/33,0.6142857142857143,0.6136363636363636
bankruptcy,claude,5,4,True,False,1,2,0,67/33,0.6319444444444444,0.6136363636363636
