dataset,method,concatenation,num_trees,num_examples,description,max_tree_depth,temperature,split,iter,accuracy,f1_score
acl,gpt-4o,True,5,1,False,2,1,67/33,2,0.6875,0.6571428571428571
acl,gpt-4o,True,5,1,False,2,1,67/33,3,0.6875,0.6571428571428571
acl,gpt-4o,True,5,1,False,2,1,67/33,4,0.8285714285714285,0.8285714285714285
acl,gpt-4o,True,5,1,False,3,1,33/67,0,0.7103174603174603,0.6933333333333334
acl,gpt-4o,True,5,1,False,3,1,33/67,1,0.45454545454545453,0.30303030303030304
acl,gpt-4o,True,5,1,False,3,1,33/67,2,0.5833333333333334,0.48660714285714285
acl,gpt-4o,True,5,1,False,3,1,33/67,3,0.5277777777777778,0.5180952380952382
acl,gpt-4o,True,5,1,False,3,1,33/67,4,0.39230769230769236,0.39015151515151514
acl,gpt-4o,True,5,1,False,3,1,50/50,0,0.6944444444444444,0.6886446886446886
acl,gpt-4o,True,5,1,False,3,1,50/50,1,0.5,0.2916666666666667
acl,gpt-4o,True,5,1,False,3,1,50/50,2,0.5428571428571429,0.5296442687747036
acl,gpt-4o,True,5,1,False,3,1,50/50,3,0.5,0.37037037037037035
acl,gpt-4o,True,5,1,False,3,1,50/50,4,0.5,0.34615384615384615
acl,gpt-4o,True,5,1,False,3,1,67/33,0,0.6428571428571428,0.5555555555555556
acl,gpt-4o,True,5,1,False,3,1,67/33,1,0.7142857142857143,0.6571428571428571
acl,gpt-4o,True,5,1,False,3,1,67/33,2,0.4375,0.4375
acl,gpt-4o,True,5,1,False,3,1,67/33,3,0.625,0.625
acl,gpt-4o,True,5,1,False,3,1,67/33,4,0.4571428571428572,0.4375
acl,gpt-4o,True,5,1,False,4,1,33/67,0,0.5436507936507937,0.5436507936507937
acl,gpt-4o,True,5,1,False,4,1,33/67,1,0.5,0.3235294117647059
acl,gpt-4o,True,5,1,False,4,1,33/67,2,0.5416666666666666,0.41025641025641024
acl,gpt-4o,True,5,1,False,4,1,33/67,3,0.5,0.28125
acl,gpt-4o,True,5,1,False,4,1,33/67,4,0.35384615384615387,0.34782608695652173
acl,gpt-4o,True,5,1,False,4,1,50/50,0,0.625,0.575
acl,gpt-4o,True,5,1,False,4,1,50/50,1,0.5,0.2916666666666667
acl,gpt-4o,True,5,1,False,4,1,50/50,2,0.4642857142857143,0.4631578947368421
acl,gpt-4o,True,5,1,False,4,1,50/50,3,0.5,0.37037037037037035
acl,gpt-4o,True,5,1,False,4,1,50/50,4,0.5,0.34615384615384615
acl,gpt-4o,True,5,1,False,4,1,67/33,0,0.6428571428571428,0.5555555555555556
acl,gpt-4o,True,5,1,False,4,1,67/33,1,0.6428571428571428,0.5555555555555556
acl,gpt-4o,True,5,1,False,4,1,67/33,2,0.5625,0.5
acl,gpt-4o,True,5,1,False,4,1,67/33,3,0.8125,0.8125
acl,gpt-4o,True,5,1,False,4,1,67/33,4,0.7857142857142857,0.7482517482517483
acl,gpt-4o,True,5,1,False,5,1,33/67,0,0.5,0.28125
acl,gpt-4o,True,5,1,False,5,1,33/67,1,0.45454545454545453,0.30303030303030304
acl,gpt-4o,True,5,1,False,5,1,33/67,2,0.5,0.3235294117647059
acl,gpt-4o,True,5,1,False,5,1,33/67,3,0.5476190476190476,0.5217391304347826
acl,gpt-4o,True,5,1,False,5,1,33/67,4,0.35384615384615387,0.34782608695652173
acl,gpt-4o,True,5,1,False,5,1,50/50,0,0.6388888888888888,0.6357142857142857
acl,gpt-4o,True,5,1,False,5,1,50/50,1,0.5,0.2916666666666667
acl,gpt-4o,True,5,1,False,5,1,50/50,2,0.44285714285714284,0.43956043956043955
acl,gpt-4o,True,5,1,False,5,1,50/50,3,0.5,0.37037037037037035
acl,gpt-4o,True,5,1,False,5,1,50/50,4,0.5,0.34615384615384615
acl,gpt-4o,True,5,1,False,5,1,67/33,0,0.5428571428571429,0.4857142857142857
acl,gpt-4o,True,5,1,False,5,1,67/33,1,0.6428571428571428,0.5555555555555556
acl,gpt-4o,True,5,1,False,5,1,67/33,2,0.6875,0.6571428571428571
acl,gpt-4o,True,5,1,False,5,1,67/33,3,0.4375,0.4125874125874126
acl,gpt-4o,True,5,1,False,5,1,67/33,4,0.8571428571428572,0.8333333333333334
acl,gpt-o1,True,5,1,False,1,1,33/67,0,0.6349206349206349,0.6349206349206349
acl,gpt-o1,True,5,1,False,1,1,33/67,1,0.45454545454545453,0.30303030303030304
acl,gpt-o1,True,5,1,False,1,1,33/67,2,0.5416666666666666,0.41025641025641024
acl,gpt-o1,True,5,1,False,1,1,33/67,3,0.4920634920634921,0.4772727272727273
acl,gpt-o1,True,5,1,False,1,1,33/67,4,0.4307692307692308,0.43047619047619046
acl,gpt-o1,True,5,1,False,1,1,50/50,0,0.5138888888888888,0.48484848484848486
acl,gpt-o1,True,5,1,False,1,1,50/50,1,0.5,0.2916666666666667
acl,gpt-o1,True,5,1,False,1,1,50/50,2,0.4928571428571428,0.48484848484848486
acl,gpt-o1,True,5,1,False,1,1,50/50,3,0.5,0.37037037037037035
acl,gpt-o1,True,5,1,False,1,1,50/50,4,0.5,0.34615384615384615
acl,gpt-o1,True,5,1,False,1,1,67/33,0,0.4714285714285714,0.37777777777777777
acl,gpt-o1,True,5,1,False,1,1,67/33,1,0.7142857142857143,0.6571428571428571
acl,gpt-o1,True,5,1,False,1,1,67/33,2,0.5625,0.5555555555555556
acl,gpt-o1,True,5,1,False,1,1,67/33,3,0.5625,0.5555555555555556
acl,gpt-o1,True,5,1,False,1,1,67/33,4,0.5,0.3684210526315789
acl,gpt-o1,True,5,1,False,2,1,33/67,0,0.5,0.28125
acl,gpt-o1,True,5,1,False,2,1,33/67,1,0.5,0.3235294117647059
acl,gpt-o1,True,5,1,False,2,1,33/67,2,0.5416666666666666,0.41025641025641024
acl,gpt-o1,True,5,1,False,2,1,33/67,3,0.47619047619047616,0.43047619047619046
acl,gpt-o1,True,5,1,False,2,1,33/67,4,0.4192307692307692,0.4171539961013645
acl,gpt-o1,True,5,1,False,2,1,50/50,0,0.6319444444444444,0.6136363636363636
acl,gpt-o1,True,5,1,False,2,1,50/50,1,0.5,0.2916666666666667
acl,gpt-o1,True,5,1,False,2,1,50/50,2,0.39285714285714285,0.39285714285714285
acl,gpt-o1,True,5,1,False,2,1,50/50,3,0.5928571428571429,0.575
acl,gpt-o1,True,5,1,False,2,1,50/50,4,0.5069444444444444,0.43333333333333335
acl,gpt-o1,True,5,1,False,2,1,67/33,0,0.5,0.29411764705882354
acl,gpt-o1,True,5,1,False,2,1,67/33,1,0.7142857142857143,0.6571428571428571
acl,gpt-o1,True,5,1,False,2,1,67/33,2,0.5625,0.5
acl,gpt-o1,True,5,1,False,2,1,67/33,3,0.5625,0.5555555555555556
acl,gpt-o1,True,5,1,False,2,1,67/33,4,0.6571428571428571,0.6571428571428571
acl,gpt-o1,True,5,1,False,3,1,33/67,0,0.5634920634920635,0.5576923076923077
acl,gpt-o1,True,5,1,False,3,1,33/67,1,0.45454545454545453,0.30303030303030304
acl,gpt-o1,True,5,1,False,3,1,33/67,2,0.4962121212121212,0.3839285714285714
acl,gpt-o1,True,5,1,False,3,1,33/67,3,0.5,0.28125
acl,gpt-o1,True,5,1,False,3,1,33/67,4,0.4076923076923077,0.3935091277890467
acl,gpt-o1,True,5,1,False,3,1,50/50,0,0.5,0.34615384615384615
acl,gpt-o1,True,5,1,False,3,1,50/50,1,0.5,0.2916666666666667
acl,gpt-o1,True,5,1,False,3,1,50/50,2,0.39285714285714285,0.39285714285714285
acl,gpt-o1,True,5,1,False,3,1,50/50,3,0.6071428571428572,0.5882352941176471
acl,gpt-o1,True,5,1,False,3,1,50/50,4,0.5,0.34615384615384615
acl,gpt-o1,True,5,1,False,3,1,67/33,0,0.6142857142857143,0.5804195804195804
acl,gpt-o1,True,5,1,False,3,1,67/33,1,0.5,0.29411764705882354
acl,gpt-o1,True,5,1,False,3,1,67/33,2,0.6875,0.6571428571428571
acl,gpt-o1,True,5,1,False,3,1,67/33,3,0.5,0.4857142857142857
acl,gpt-o1,True,5,1,False,3,1,67/33,4,0.6571428571428571,0.6571428571428571
acl,gpt-o1,True,5,1,False,4,1,33/67,0,0.5833333333333333,0.5643939393939394
acl,gpt-o1,True,5,1,False,4,1,33/67,1,0.5,0.3235294117647059
acl,gpt-o1,True,5,1,False,4,1,33/67,2,0.5,0.3235294117647059
acl,gpt-o1,True,5,1,False,4,1,33/67,3,0.5,0.28125
acl,gpt-o1,True,5,1,False,4,1,33/67,4,0.4192307692307692,0.4171539961013645
acl,gpt-o1,True,5,1,False,4,1,50/50,0,0.5138888888888888,0.48484848484848486
acl,gpt-o1,True,5,1,False,4,1,50/50,1,0.5,0.2916666666666667
acl,gpt-o1,True,5,1,False,4,1,50/50,2,0.39285714285714285,0.39285714285714285
acl,gpt-o1,True,5,1,False,4,1,50/50,3,0.5214285714285715,0.4711111111111111
acl,gpt-o1,True,5,1,False,4,1,50/50,4,0.5,0.34615384615384615
acl,gpt-o1,True,5,1,False,4,1,67/33,0,0.5714285714285714,0.4375
acl,gpt-o1,True,5,1,False,4,1,67/33,1,0.5,0.29411764705882354
acl,gpt-o1,True,5,1,False,4,1,67/33,2,0.5,0.4857142857142857
acl,gpt-o1,True,5,1,False,4,1,67/33,3,0.5625,0.5555555555555556
acl,gpt-o1,True,5,1,False,4,1,67/33,4,0.5571428571428572,0.5555555555555556
acl,gpt-o1,True,5,1,False,5,1,33/67,0,0.5,0.28125
acl,gpt-o1,True,5,1,False,5,1,33/67,1,0.45454545454545453,0.30303030303030304
acl,gpt-o1,True,5,1,False,5,1,33/67,2,0.5416666666666666,0.41025641025641024
acl,gpt-o1,True,5,1,False,5,1,33/67,3,0.5,0.28125
acl,gpt-o1,True,5,1,False,5,1,33/67,4,0.36923076923076925,0.3611111111111111
acl,gpt-o1,True,5,1,False,5,1,50/50,0,0.5,0.34615384615384615
acl,gpt-o1,True,5,1,False,5,1,50/50,1,0.5,0.2916666666666667
acl,gpt-o1,True,5,1,False,5,1,50/50,2,0.27142857142857146,0.27142857142857146
acl,gpt-o1,True,5,1,False,5,1,50/50,3,0.5,0.37037037037037035
acl,gpt-o1,True,5,1,False,5,1,50/50,4,0.5,0.34615384615384615
acl,gpt-o1,True,5,1,False,5,1,67/33,0,0.4714285714285714,0.37777777777777777
acl,gpt-o1,True,5,1,False,5,1,67/33,1,0.4,0.25
acl,gpt-o1,True,5,1,False,5,1,67/33,2,0.625,0.625
acl,gpt-o1,True,5,1,False,5,1,67/33,3,0.5,0.4857142857142857
acl,gpt-o1,True,5,1,False,5,1,67/33,4,0.7285714285714285,0.7333333333333334
acl,gemini,True,5,1,False,1,1,33/67,0,0.6904761904761905,0.6861598440545809
acl,gemini,True,5,1,False,1,1,33/67,1,0.5,0.3235294117647059
acl,gemini,True,5,1,False,1,1,33/67,2,0.5416666666666666,0.41025641025641024
acl,gemini,True,5,1,False,1,1,33/67,3,0.6388888888888888,0.6086956521739131
acl,gemini,True,5,1,False,1,1,33/67,4,0.3038461538461539,0.303030303030303
acl,gemini,True,5,1,False,1,1,50/50,0,0.5763888888888888,0.5641025641025641
acl,gemini,True,5,1,False,1,1,50/50,1,0.5,0.2916666666666667
acl,gemini,True,5,1,False,1,1,50/50,2,0.5142857142857142,0.5142857142857142
acl,gemini,True,5,1,False,1,1,50/50,3,0.5,0.37037037037037035
acl,gemini,True,5,1,False,1,1,50/50,4,0.5763888888888888,0.5641025641025641
acl,gemini,True,5,1,False,1,1,67/33,0,0.4714285714285714,0.37777777777777777
acl,gemini,True,5,1,False,1,1,67/33,1,0.5714285714285714,0.4375
acl,gemini,True,5,1,False,1,1,67/33,2,0.5,0.25
acl,gemini,True,5,1,False,1,1,67/33,3,0.5,0.25
acl,gemini,True,5,1,False,1,1,67/33,4,0.6,0.5555555555555556
acl,gemini,True,5,1,False,2,1,33/67,0,0.5,0.28125
acl,gemini,True,5,1,False,2,1,33/67,1,0.5,0.3235294117647059
acl,gemini,True,5,1,False,2,1,33/67,2,0.5416666666666666,0.41025641025641024
acl,gemini,True,5,1,False,2,1,33/67,3,0.5,0.28125
acl,gemini,True,5,1,False,2,1,33/67,4,0.36923076923076925,0.3611111111111111
acl,gemini,True,5,1,False,2,1,50/50,0,0.5763888888888888,0.5641025641025641
acl,gemini,True,5,1,False,2,1,50/50,1,0.5,0.2916666666666667
acl,gemini,True,5,1,False,2,1,50/50,2,0.5642857142857143,0.5641025641025641
acl,gemini,True,5,1,False,2,1,50/50,3,0.6642857142857143,0.6640316205533596
acl,gemini,True,5,1,False,2,1,50/50,4,0.5,0.34615384615384615
acl,gemini,True,5,1,False,2,1,67/33,0,0.5714285714285714,0.4375
acl,gemini,True,5,1,False,2,1,67/33,1,0.6428571428571428,0.5555555555555556
acl,gemini,True,5,1,False,2,1,67/33,2,0.625,0.5804195804195804
acl,gemini,True,5,1,False,2,1,67/33,3,0.6875,0.6571428571428571
acl,gemini,True,5,1,False,2,1,67/33,4,0.7285714285714285,0.7333333333333334
acl,gemini,True,5,1,False,3,1,33/67,0,0.5,0.28125
acl,gemini,True,5,1,False,3,1,33/67,1,0.5416666666666666,0.41025641025641024
acl,gemini,True,5,1,False,3,1,33/67,2,0.5416666666666666,0.41025641025641024
acl,gemini,True,5,1,False,3,1,33/67,3,0.5476190476190476,0.5217391304347826
acl,gemini,True,5,1,False,3,1,33/67,4,0.39230769230769236,0.39015151515151514
acl,gemini,True,5,1,False,3,1,50/50,0,0.5763888888888888,0.5641025641025641
acl,gemini,True,5,1,False,3,1,50/50,1,0.5,0.2916666666666667
acl,gemini,True,5,1,False,3,1,50/50,2,0.4928571428571428,0.48484848484848486
acl,gemini,True,5,1,False,3,1,50/50,3,0.5714285714285714,0.5096153846153846
acl,gemini,True,5,1,False,3,1,50/50,4,0.5,0.34615384615384615
acl,gemini,True,5,1,False,3,1,67/33,0,0.5428571428571429,0.4857142857142857
acl,gemini,True,5,1,False,3,1,67/33,1,0.5,0.29411764705882354
acl,gemini,True,5,1,False,3,1,67/33,2,0.625,0.5804195804195804
acl,gemini,True,5,1,False,3,1,67/33,3,0.5,0.4125874125874126
acl,gemini,True,5,1,False,3,1,67/33,4,0.5,0.3684210526315789
acl,gemini,True,5,1,False,4,1,33/67,0,0.7103174603174603,0.6933333333333334
acl,gemini,True,5,1,False,4,1,33/67,1,0.45454545454545453,0.30303030303030304
acl,gemini,True,5,1,False,4,1,33/67,2,0.5,0.3235294117647059
acl,gemini,True,5,1,False,4,1,33/67,3,0.4920634920634921,0.4772727272727273
acl,gemini,True,5,1,False,4,1,33/67,4,0.25384615384615383,0.25523809523809526
acl,gemini,True,5,1,False,4,1,50/50,0,0.5138888888888888,0.48484848484848486
acl,gemini,True,5,1,False,4,1,50/50,1,0.5,0.2916666666666667
acl,gemini,True,5,1,False,4,1,50/50,2,0.4928571428571428,0.48484848484848486
acl,gemini,True,5,1,False,4,1,50/50,3,0.44285714285714284,0.43956043956043955
acl,gemini,True,5,1,False,4,1,67/33,0,0.4,0.25
acl,gemini,True,5,1,False,4,1,67/33,1,0.5714285714285714,0.4375
acl,gemini,True,5,1,False,4,1,67/33,2,0.5625,0.5
acl,gemini,True,5,1,False,4,1,67/33,3,0.5,0.4857142857142857
acl,gemini,True,5,1,False,4,1,67/33,4,0.5,0.3684210526315789
acl,gemini,True,5,1,False,5,1,33/67,0,0.5634920634920635,0.5576923076923077
acl,gemini,True,5,1,False,5,1,33/67,1,0.5,0.3235294117647059
acl,gemini,True,5,1,False,5,1,33/67,2,0.5833333333333334,0.48660714285714285
acl,gemini,True,5,1,False,5,1,33/67,3,0.4722222222222222,0.46923076923076923
acl,gemini,True,5,1,False,5,1,33/67,4,0.4423076923076923,0.43478260869565216
acl,gemini,True,5,1,False,5,1,50/50,0,0.5138888888888888,0.48484848484848486
acl,gemini,True,5,1,False,5,1,50/50,1,0.5,0.2916666666666667
acl,gemini,True,5,1,False,5,1,50/50,2,0.5142857142857142,0.5142857142857142
acl,gemini,True,5,1,False,5,1,50/50,3,0.5357142857142857,0.5277777777777778
acl,gemini,True,5,1,False,5,1,50/50,4,0.5,0.34615384615384615
acl,gemini,True,5,1,False,5,1,67/33,0,0.4714285714285714,0.37777777777777777
acl,gemini,True,5,1,False,5,1,67/33,1,0.6428571428571428,0.5555555555555556
acl,gemini,True,5,1,False,5,1,67/33,2,0.5625,0.5555555555555556
acl,gemini,True,5,1,False,5,1,67/33,3,0.5625,0.5555555555555556
acl,gemini,True,5,1,False,5,1,67/33,4,0.5,0.3684210526315789
acl,claude,True,5,1,False,1,1,33/67,0,0.6190476190476191,0.6057142857142856
acl,claude,True,5,1,False,1,1,33/67,1,0.5,0.3235294117647059
acl,claude,True,5,1,False,1,1,33/67,2,0.5416666666666666,0.41025641025641024
acl,claude,True,5,1,False,1,1,33/67,3,0.42063492063492064,0.39015151515151514
acl,claude,True,5,1,False,1,1,33/67,4,0.38076923076923075,0.38076923076923075
acl,claude,True,5,1,False,1,1,50/50,0,0.3888888888888889,0.2916666666666667
acl,claude,True,5,1,False,1,1,50/50,1,0.5,0.2916666666666667
acl,claude,True,5,1,False,1,1,50/50,2,0.5142857142857142,0.5142857142857142
acl,claude,True,5,1,False,1,1,50/50,3,0.6571428571428571,0.6458333333333333
acl,claude,True,5,1,False,1,1,50/50,4,0.5,0.34615384615384615
acl,claude,True,5,1,False,1,1,67/33,0,0.4714285714285714,0.37777777777777777
acl,claude,True,5,1,False,1,1,67/33,1,0.5,0.29411764705882354
acl,claude,True,5,1,False,1,1,67/33,2,0.625,0.5804195804195804
acl,claude,True,5,1,False,1,1,67/33,3,0.5625,0.5555555555555556
acl,claude,True,5,1,False,1,1,67/33,4,0.5,0.3684210526315789
acl,claude,True,5,1,False,2,1,33/67,0,0.5634920634920635,0.5576923076923077
acl,claude,True,5,1,False,2,1,33/67,1,0.5,0.3235294117647059
acl,claude,True,5,1,False,2,1,33/67,2,0.5416666666666666,0.41025641025641024
acl,claude,True,5,1,False,2,1,33/67,3,0.5,0.28125
acl,claude,True,5,1,False,2,1,33/67,4,0.4192307692307692,0.4171539961013645
acl,claude,True,5,1,False,2,1,50/50,0,0.5694444444444444,0.5296442687747036
acl,claude,True,5,1,False,2,1,50/50,1,0.5,0.2916666666666667
acl,claude,True,5,1,False,2,1,50/50,2,0.5,0.37037037037037035
acl,claude,True,5,1,False,2,1,50/50,3,0.5,0.37037037037037035
acl,claude,True,5,1,False,2,1,50/50,4,0.5694444444444444,0.5296442687747036
acl,claude,True,5,1,False,2,1,67/33,0,0.4714285714285714,0.37777777777777777
acl,claude,True,5,1,False,2,1,67/33,1,0.6428571428571428,0.5555555555555556
acl,claude,True,5,1,False,2,1,67/33,2,0.5625,0.5
acl,claude,True,5,1,False,2,1,67/33,3,0.4375,0.4125874125874126
acl,claude,True,5,1,False,2,1,67/33,4,0.5,0.3684210526315789
acl,claude,True,5,1,False,3,1,33/67,0,0.5436507936507937,0.5436507936507937
acl,claude,True,5,1,False,3,1,33/67,1,0.5,0.3235294117647059
acl,claude,True,5,1,False,3,1,33/67,2,0.5,0.3235294117647059
acl,claude,True,5,1,False,3,1,33/67,3,0.5,0.28125
acl,claude,True,5,1,False,3,1,33/67,4,0.39230769230769236,0.39015151515151514
acl,claude,True,5,1,False,3,1,50/50,0,0.5138888888888888,0.48484848484848486
acl,claude,True,5,1,False,3,1,50/50,1,0.5,0.2916666666666667
acl,claude,True,5,1,False,3,1,50/50,2,0.4928571428571428,0.48484848484848486
acl,claude,True,5,1,False,3,1,50/50,3,0.5142857142857142,0.5142857142857142
acl,claude,True,5,1,False,3,1,50/50,4,0.5,0.34615384615384615
acl,claude,True,5,1,False,3,1,67/33,0,0.5,0.29411764705882354
acl,claude,True,5,1,False,3,1,67/33,1,0.5714285714285714,0.4375
acl,claude,True,5,1,False,3,1,67/33,2,0.5,0.4857142857142857
acl,claude,True,5,1,False,3,1,67/33,3,0.5,0.4857142857142857
acl,claude,True,5,1,False,3,1,67/33,4,0.5,0.3684210526315789
acl,claude,True,5,1,False,4,1,33/67,0,0.5,0.28125
acl,claude,True,5,1,False,4,1,33/67,1,0.5,0.3235294117647059
acl,claude,True,5,1,False,4,1,33/67,2,0.5378787878787878,0.4559139784946237
acl,claude,True,5,1,False,4,1,33/67,3,0.5317460317460317,0.46923076923076923
acl,claude,True,5,1,False,4,1,33/67,4,0.28076923076923077,0.2698412698412698
acl,claude,True,5,1,False,4,1,50/50,0,0.5,0.34615384615384615
acl,claude,True,5,1,False,4,1,50/50,1,0.5,0.2916666666666667
acl,claude,True,5,1,False,4,1,50/50,2,0.44285714285714284,0.43956043956043955
acl,claude,True,5,1,False,4,1,50/50,3,0.41428571428571426,0.4097222222222222
acl,claude,True,5,1,False,4,1,50/50,4,0.5,0.34615384615384615
acl,claude,True,5,1,False,4,1,67/33,0,0.5,0.29411764705882354
acl,claude,True,5,1,False,4,1,67/33,1,0.6142857142857143,0.5804195804195804
acl,claude,True,5,1,False,4,1,67/33,2,0.625,0.5804195804195804
acl,claude,True,5,1,False,4,1,67/33,3,0.5,0.4857142857142857
acl,claude,True,5,1,False,4,1,67/33,4,0.5,0.3684210526315789
acl,claude,True,5,1,False,5,1,33/67,0,0.6190476190476191,0.6057142857142856
acl,claude,True,5,1,False,5,1,33/67,1,0.45454545454545453,0.30303030303030304
acl,claude,True,5,1,False,5,1,33/67,2,0.5,0.3235294117647059
acl,claude,True,5,1,False,5,1,33/67,3,0.6031746031746031,0.5643939393939394
acl,claude,True,5,1,False,5,1,33/67,4,0.46923076923076923,0.46923076923076923
acl,claude,True,5,1,False,5,1,50/50,0,0.5138888888888888,0.48484848484848486
acl,claude,True,5,1,False,5,1,50/50,1,0.5,0.2916666666666667
acl,claude,True,5,1,False,5,1,50/50,2,0.39285714285714285,0.39285714285714285
acl,claude,True,5,1,False,5,1,50/50,3,0.5,0.37037037037037035
acl,claude,True,5,1,False,5,1,50/50,4,0.5,0.34615384615384615
acl,claude,True,5,1,False,5,1,67/33,0,0.4714285714285714,0.37777777777777777
acl,claude,True,5,1,False,5,1,67/33,1,0.4,0.25
acl,claude,True,5,1,False,5,1,67/33,2,0.5,0.4125874125874126
acl,claude,True,5,1,False,5,1,67/33,3,0.5,0.4857142857142857
acl,claude,True,5,1,False,5,1,67/33,4,0.5,0.3684210526315789
bankruptcy,gpt-4o,True,5,1,False,1,1,33/67,0,0.8947368421052632,0.8823529411764706
bankruptcy,gpt-4o,True,5,1,False,1,1,33/67,1,0.8333333333333333,0.8210526315789474
bankruptcy,gpt-4o,True,5,1,False,1,1,33/67,2,0.8614035087719298,0.8528138528138528
bankruptcy,gpt-4o,True,5,1,False,1,1,33/67,3,0.8642857142857143,0.85178727114211
bankruptcy,gpt-4o,True,5,1,False,1,1,33/67,4,0.8403508771929824,0.8464317976513098
bankruptcy,gpt-4o,True,5,1,False,1,1,50/50,0,0.8666666666666667,0.8726655348047538
bankruptcy,gpt-4o,True,5,1,False,1,1,50/50,1,0.9198717948717949,0.9198717948717949
bankruptcy,gpt-4o,True,5,1,False,1,1,50/50,2,0.8576388888888888,0.8663101604278074
bankruptcy,gpt-4o,True,5,1,False,1,1,50/50,3,0.8116883116883117,0.8
bankruptcy,gpt-4o,True,5,1,False,1,1,50/50,4,0.7666666666666666,0.7771836007130125
bankruptcy,gpt-4o,True,5,1,False,1,1,67/33,0,0.7878787878787878,0.7984189723320159
bankruptcy,gpt-4o,True,5,1,False,1,1,67/33,1,0.8819444444444444,0.8819444444444444
bankruptcy,gpt-4o,True,5,1,False,1,1,67/33,2,0.9545454545454546,0.9377289377289377
bankruptcy,gpt-4o,True,5,1,False,1,1,67/33,3,0.8785714285714286,0.8785714285714286
bankruptcy,gpt-4o,True,5,1,False,1,1,67/33,4,0.5,0.32
bankruptcy,gpt-4o,True,5,1,False,2,1,33/67,0,0.8947368421052632,0.8823529411764706
bankruptcy,gpt-4o,True,5,1,False,2,1,33/67,1,0.9166666666666667,0.9116883116883117
bankruptcy,gpt-4o,True,5,1,False,2,1,33/67,2,0.8614035087719298,0.8528138528138528
bankruptcy,gpt-4o,True,5,1,False,2,1,33/67,3,0.8392857142857143,0.8229166666666667
bankruptcy,gpt-4o,True,5,1,False,2,1,33/67,4,0.8403508771929824,0.8464317976513098
bankruptcy,gpt-4o,True,5,1,False,2,1,50/50,0,0.8666666666666667,0.8726655348047538
bankruptcy,gpt-4o,True,5,1,False,2,1,50/50,1,0.875,0.8768472906403941
bankruptcy,gpt-4o,True,5,1,False,2,1,50/50,2,0.8263888888888888,0.8263888888888888
bankruptcy,gpt-4o,True,5,1,False,2,1,50/50,3,0.8116883116883117,0.8
bankruptcy,gpt-4o,True,5,1,False,2,1,50/50,4,0.7666666666666666,0.7771836007130125
bankruptcy,gpt-4o,True,5,1,False,2,1,67/33,0,0.7878787878787878,0.7984189723320159
bankruptcy,gpt-4o,True,5,1,False,2,1,67/33,1,0.8819444444444444,0.8819444444444444
bankruptcy,gpt-4o,True,5,1,False,2,1,67/33,2,0.9545454545454546,0.9377289377289377
bankruptcy,gpt-4o,True,5,1,False,2,1,67/33,3,0.8285714285714285,0.8210526315789474
bankruptcy,gpt-4o,True,5,1,False,2,1,67/33,4,0.7152777777777778,0.7017543859649122
